UE0,UE1,UE2,UE3,UE4,UE5,UE6,UE7,UE8,UE9,UE10,UE11
93853,95973,92002,94698,96910,96835,90114,98344,97270,94488,90535,90031
93861,95412,96019,97856,96855,92805,95693,92823,99475,93272,95719,99373
91892,95298,95902,92544,96476,98743,90040,98225,99066,99597,93503,97587
98079,92198,99595,99948,91916,93082,94165,93565,99212,96985,93353,94029
93193,93506,94925,90393,96397,93427,90628,97875,96781,98237,92555,99382
98895,96976,92524,96280,92110,90738,97544,97329,92014,94059,91227,99149
99500,92150,95978,91930,97225,97185,92698,95228,93856,98174,96728,95782
90468,93370,96376,98506,94408,92918,97040,96874,95029,93022,99236,96124
97800,99462,96999,95536,96450,90390,98354,99118,98796,90609,99130,99332
97692,98498,95343,94430,94610,95685,92417,96945,93623,90128,93444,99697
99202,90580,97741,91364,94849,93050,90204,91927,90509,97287,98317,91648
91830,94183,91676,94708,97605,94409,97265,92435,92958,96564,99174,92938
92493,96592,91514,99269,97614,91234,90102,96305,95679,99136,96738,91664
91817,92143,96964,92902,93950,95903,96654,95927,92307,94822,90946,91803
95602,94839,96205,93825,91183,97268,96687,90276,93279,92004,91955,98092
90002,97147,94666,90740,92264,99655,90409,90162,98861,96815,97816,93444
95712,95519,90700,97008,94559,99696,93742,92742,96508,95730,98285,99961
91400,96101,94570,91542,92982,93483,90498,93959,99280,95001,97457,92512
98272,92524,95886,98318,91318,95444,94327,99199,90027,99017,95707,90703
93590,99373,99659,94033,94927,95745,99162,94204,95668,96277,97102,98923
99565,98471,91714,98840,90474,96913,94791,96511,96090,90398,95950,97280
90166,95631,95457,94347,98115,95089,94722,98384,93530,90586,97126,96731
94941,94375,93929,99554,98043,99748,90161,90918,98191,90425,93409,90074
97283,97911,96585,94920,96120,95570,93311,95346,96622,96814,93930,97508
97991,98128,93250,90031,92705,97336,96659,94599,93237,91575,94294,96899
98599,94541,93862,93334,91046,94780,93887,99623,96028,98779,95564,98739
95668,99576,95753,93072,96363,99961,99881,94491,99392,94193,97327,93679
90580,93405,96682,91910,90003,92345,96477,96978,91208,90715,92384,93477
96865,94405,98304,97040,91658,94392,98518,93032,94928,94463,90535,92948
90438,90785,92455,91865,93099,97779,98846,96598,92812,97688,92614,95277
97484,94344,99981,92602,98226,92061,94011,97407,90156,94303,97508,91261
95795,92577,91840,93078,95368,98508,98258,92302,94427,92056,94066,98846
93064,90106,93035,93632,92944,95075,90923,99662,99869,99694,91331,98582
94167,95091,95906,98202,91495,96949,91484,95244,91272,97269,91626,93261
95293,98799,94747,99422,98618,93434,90700,98504,90037,97378,97230,95567
93200,93696,94951,93795,99867,97320,92556,97137,95811,97099,94103,92429
97572,93505,99432,99352,97435,92136,98971,98013,91808,95325,93656,98760
96821,90991,90155,91650,94523,94238,92906,91347,93721,94294,93987,94584
98938,91484,94205,96083,95306,93998,98678,99346,98948,90649,99320,94376
99847,99480,90167,94057,98330,94998,93522,98136,96393,91105,98003,92710
93342,95269,97229,97420,93717,91677,95805,99641,97275,92416,97599,99218
97781,96010,95709,96003,91686,98586,99212,90825,98810,92131,91839,95453
91796,94997,90836,93427,93688,92051,99524,99798,93369,97679,90593,97484
90827,99771,97953,95639,98150,98822,97726,93099,93029,91951,90562,96264
93663,91360,90106,97890,92809,93822,98079,93300,96798,92899,91583,98093
99351,93906,90746,99436,97123,97540,91977,92278,91153,99066,99575,94107
98416,97856,90448,95398,98887,97831,97557,92616,96862,94005,97773,99857
96368,92747,97512,96861,92481,92128,96177,99025,93280,96338,92691,96471
93545,94336,98222,93654,94735,93902,92731,98944,97909,96366,98116,97107
90846,99351,96778,97536,94731,99758,95671,92222,97184,94893,98897,98099
98102,92101,98527,96186,97626,98025,96774,93703,95427,91821,90961,91252
97496,97127,99314,95060,98096,93112,90469,92861,95498,99063,97582,98197
